order_id,customer_name,region,product,order_date,quantity,unit_price,currency,status
ORD104222,Bouygues,NA,solar panel,2024-09-25,50,100.5,eur,Pending
ORD102244,sanofi,EU,Medical Kit,2023-10-16,100,250.0,eur,delivered
ORD100178,,,Solar Panel,2024-02-06,ten,0,,
ORD106071,edf,EUROPE,Medical Kit,2024-01-30,20,100.5,eur,PENDING
ORD107289,Air Liquide,APAC,Solar Panel,2023-10-04,10,250.0,eur,Delivered
ORD101174,,Europe,Medical Kit,2024-11-05,50,0,eur,
ORD108523,Sanofi,North America,Gas Valve,2024-09-06,,-20,USD,
ORD101831,Vinci,Europe,Concrete Mix,2024-06-28,-5,unknown,eur,
ORD108259,sanofi,EUROPE,Concrete Mix,2024-08-11,10,100.5,usd,delivered
ORD109578,Air Liquide,Europe,Wind Turbine,32/13/2023,50,999.99,eur,
ORD108205,EDF,Europe,Wind Turbine,2023-11-20,-5,unknown,eur,delivered
ORD107557,Bouygues,apac,Concrete Mix,2023-09-29,20,100.5,,Delivered
ORD103201,,NA,Wind Turbine,2024-09-25,,999.99,USD,delivered
ORD100198,Bouygues,Europe,Concrete Mix,2024-05-06,,unknown,USD,Delivered
ORD107445,Total Energies,North America,Solar Panel,2024-03-28,50,unknown,USD,
ORD104087,sanofi,Europe,Wind Turbine,32/13/2023,20,0,EUR,Cancelled
ORD100548,,apac,solar panel,2024-06-23,-5,250.0,,
ORD107188,Total Energies,APAC,Wind Turbine,2023-11-02,20,,,
ORD104730,Air Liquide,EUROPE,solar panel,2023-11-20,50,unknown,,Pending
ORD106084,edf,EUROPE,Wind Turbine,2023-02-01,-5,0,eur,PENDING
ORD102532,Air Liquide,APAC,Medical Kit,2024-09-08,-5,,usd,delivered
ORD102314,VINCI ,EUROPE,Medical Kit,2023-07-10,,-20,usd,delivered
ORD108636,Total Energies,EUROPE,Wind Turbine,2023-02-09,,0,USD,PENDING
ORD100066,EDF,North America,solar panel,2024-07-26,,100.5,,
ORD103260,Bouygues,North America,solar panel,2023-06-03,,100.5,EUR,
ORD102572,edf,apac,Solar Panel,2023-08-20,10,,EUR,Delivered
ORD105927,edf,,Wind Turbine,2024-08-20,10,100.5,eur,Pending
ORD106587,,,Concrete Mix,2023-03-13,20,999.99,EUR,Delivered
ORD100622,EDF,Europe,Solar Panel,2023-04-23,50,0,USD,PENDING
ORD101681,edf,North America,solar panel,2024-11-06,20,,EUR,PENDING
ORD100787,EDF,APAC,solar panel,2023-03-09,10,250.0,usd,Delivered
ORD103332,edf,Europe,Concrete Mix,2023-10-30,-5,0,usd,PENDING
ORD105169,Bouygues,NA,Solar Panel,2024-10-20,-5,250.0,usd,Pending
ORD106189,EDF,EUROPE,Wind Turbine,2024-03-15,10,,EUR,
ORD103280,Vinci,,Solar Panel,2024-06-27,20,-20,,Delivered
ORD104922,sanofi,EU,Concrete Mix,2024-01-31,100,-20,eur,
ORD105813,VINCI ,NA,Medical Kit,2023-09-18,ten,-20,usd,PENDING
ORD104513,Sanofi,apac,Medical Kit,2023-01-25,100,unknown,usd,Pending
ORD106508,EDF,North America,Solar Panel,2023-02-28,50,0,eur,
ORD100478,,Europe,Solar Panel,2023-04-24,-5,250.0,USD,PENDING
ORD105933,Air Liquide,NA,Gas Valve,32/13/2023,-5,999.99,eur,
ORD102647,VINCI ,Europe,Wind Turbine,2023-10-03,-5,-20,USD,delivered
ORD104374,VINCI ,NA,Solar Panel,2023-09-17,20,999.99,EUR,delivered
ORD105337,EDF,apac,solar panel,2024-03-18,,0,eur,PENDING
ORD101033,Air Liquide,North America,solar panel,2024-11-28,20,100.5,eur,delivered
ORD104872,Sanofi,NA,Solar Panel,2024-10-05,,100.5,usd,delivered
ORD102598,Bouygues,apac,Solar Panel,2023-01-10,100,100.5,,delivered
ORD106720,,EU,Medical Kit,2024-05-01,,-20,eur,Cancelled
ORD105815,EDF,EUROPE,solar panel,2024-07-31,50,0,eur,PENDING
ORD105379,Sanofi,Europe,Concrete Mix,2024-01-31,ten,,,Cancelled
ORD100344,Sanofi,EU,Concrete Mix,2024-04-05,50,250.0,EUR,Pending
ORD109078,,Europe,Gas Valve,2024-04-28,,250.0,,Delivered
ORD101871,Air Liquide,,solar panel,32/13/2023,50,999.99,,Delivered
ORD105714,edf,EU,Concrete Mix,2023-02-23,10,0,eur,PENDING
ORD107821,Total Energies,EU,Concrete Mix,2024-03-26,ten,0,EUR,
ORD109794,Air Liquide,,solar panel,2023-03-08,50,250.0,,delivered
ORD102888,Bouygues,EUROPE,Medical Kit,2023-08-01,ten,999.99,usd,Cancelled
ORD100220,Bouygues,Europe,Wind Turbine,2024-03-16,10,100.5,usd,Pending
ORD109374,Air Liquide,Europe,Concrete Mix,2024-03-05,10,unknown,,delivered
ORD108495,Bouygues,EU,solar panel,2023-10-24,100,100.5,EUR,Delivered
ORD109283,Sanofi,EUROPE,Solar Panel,2023-07-01,100,100.5,EUR,delivered
ORD104016,VINCI ,Europe,Gas Valve,2023-03-19,100,250.0,eur,PENDING
ORD104267,EDF,EUROPE,Medical Kit,2023-11-06,100,-20,EUR,delivered
ORD109338,Vinci,apac,Gas Valve,2023-06-14,10,,,
ORD106206,Vinci,Europe,Wind Turbine,32/13/2023,,100.5,,
ORD107315,Bouygues,,Solar Panel,2024-05-03,10,,EUR,Pending
ORD107233,edf,apac,Wind Turbine,2023-11-04,ten,0,USD,Cancelled
ORD106719,edf,,solar panel,32/13/2023,10,unknown,eur,delivered
ORD104398,Air Liquide,Europe,Wind Turbine,2024-05-19,ten,100.5,usd,
ORD109277,Total Energies,NA,Medical Kit,2024-07-06,50,0,eur,delivered
ORD105090,sanofi,EUROPE,Solar Panel,2023-09-02,,-20,usd,Pending
ORD102881,VINCI ,EUROPE,Medical Kit,2023-06-30,20,unknown,eur,Cancelled
ORD101677,sanofi,Europe,Concrete Mix,2023-01-26,ten,-20,,Delivered
ORD108726,Vinci,North America,Solar Panel,2023-08-02,100,100.5,eur,Delivered
ORD100901,Total Energies,EU,solar panel,2024-08-20,ten,unknown,EUR,
ORD107416,Air Liquide,APAC,Concrete Mix,2023-07-07,10,0,USD,PENDING
ORD102296,edf,APAC,Concrete Mix,2023-01-31,-5,,usd,Delivered
ORD106498,sanofi,NA,Concrete Mix,2023-03-15,ten,100.5,usd,delivered
ORD108578,EDF,EUROPE,Medical Kit,2023-01-11,10,,,Pending
ORD100296,Vinci,apac,Medical Kit,2024-03-04,50,100.5,USD,
ORD108953,Total Energies,North America,Gas Valve,2023-02-07,20,250.0,usd,
ORD104153,Vinci,EU,Solar Panel,2024-06-21,100,999.99,eur,delivered
ORD104894,EDF,Europe,Gas Valve,2023-01-13,ten,0,USD,Pending
ORD100027,Total Energies,APAC,Gas Valve,2024-08-14,100,,eur,
ORD104580,Air Liquide,NA,solar panel,2024-09-26,ten,0,,
ORD106956,Bouygues,apac,Wind Turbine,2023-12-19,100,999.99,USD,Pending
ORD106915,VINCI ,EUROPE,solar panel,2023-04-13,10,unknown,usd,PENDING
ORD108674,Bouygues,apac,Medical Kit,2023-10-22,,0,USD,Pending
ORD103248,sanofi,Europe,Wind Turbine,2023-03-06,-5,unknown,usd,
ORD107972,,EU,Solar Panel,2023-10-03,100,,eur,PENDING
ORD102580,,,solar panel,2024-11-18,100,100.5,eur,delivered
ORD107313,Air Liquide,APAC,solar panel,2023-11-24,100,250.0,eur,Pending
ORD101370,Bouygues,EU,Wind Turbine,2023-10-05,ten,-20,USD,PENDING
ORD108127,EDF,North America,Medical Kit,2024-10-29,100,-20,EUR,
ORD107273,Air Liquide,APAC,Concrete Mix,2023-06-24,ten,999.99,usd,Pending
ORD108149,Vinci,EUROPE,Concrete Mix,2023-02-05,10,,eur,Delivered
ORD104902,EDF,North America,Solar Panel,2024-11-30,50,250.0,EUR,Cancelled
ORD100681,Vinci,APAC,Wind Turbine,2024-10-23,,100.5,eur,
ORD103159,Total Energies,NA,Gas Valve,32/13/2023,-5,,usd,Delivered
ORD102987,sanofi,NA,Wind Turbine,2024-02-05,-5,999.99,USD,Pending
ORD101882,Vinci,APAC,Medical Kit,2024-08-08,ten,-20,EUR,Cancelled
ORD101940,Vinci,North America,Gas Valve,2023-08-04,50,,USD,delivered
ORD103296,Vinci,Europe,Medical Kit,2023-12-22,50,250.0,USD,Pending
ORD103534,edf,North America,Medical Kit,2024-10-10,50,unknown,,delivered
ORD103729,Bouygues,,Concrete Mix,2023-03-23,10,250.0,eur,Pending
ORD106478,,,Solar Panel,2024-01-19,,100.5,EUR,Delivered
ORD101181,Sanofi,apac,Medical Kit,2023-10-02,20,,EUR,PENDING
ORD101375,Air Liquide,apac,solar panel,2024-01-22,,0,,Pending
ORD108883,EDF,EU,solar panel,2023-03-21,-5,100.5,,
ORD105748,Sanofi,APAC,Medical Kit,2024-05-04,,0,EUR,Cancelled
ORD100626,Sanofi,EUROPE,solar panel,2024-09-21,-5,unknown,eur,delivered
ORD102112,Air Liquide,,solar panel,2024-10-18,100,-20,USD,PENDING
ORD106044,Total Energies,North America,Wind Turbine,2023-06-13,10,100.5,eur,delivered
ORD104220,Bouygues,North America,Gas Valve,32/13/2023,50,100.5,usd,Pending
ORD107073,sanofi,NA,Concrete Mix,2024-05-31,100,unknown,EUR,Pending
ORD106706,,apac,solar panel,2024-04-17,100,0,USD,
ORD104180,Air Liquide,APAC,Concrete Mix,2023-09-09,,0,usd,Delivered
ORD107267,Total Energies,EUROPE,solar panel,2024-03-30,100,-20,eur,PENDING
ORD105503,Bouygues,Europe,Gas Valve,2024-11-20,50,100.5,,Delivered
ORD101462,,EUROPE,Medical Kit,2024-02-04,100,-20,,Cancelled
ORD102887,Vinci,NA,solar panel,2023-11-16,50,999.99,usd,PENDING
ORD105303,Air Liquide,North America,Concrete Mix,2024-04-03,20,-20,EUR,delivered
ORD100684,Air Liquide,EUROPE,Concrete Mix,2023-07-02,20,100.5,USD,Delivered
ORD107499,EDF,EUROPE,Medical Kit,2023-08-30,100,999.99,USD,PENDING
ORD104747,sanofi,APAC,Concrete Mix,2024-06-07,ten,-20,EUR,Pending
ORD101366,Air Liquide,APAC,solar panel,2023-01-19,-5,250.0,usd,delivered
ORD103916,Sanofi,NA,solar panel,2024-04-16,,0,eur,delivered
ORD102639,,APAC,solar panel,2023-04-01,100,100.5,eur,Pending
ORD109650,Sanofi,,solar panel,2024-01-15,ten,-20,usd,Cancelled
ORD109219,Total Energies,NA,Wind Turbine,2023-11-08,-5,100.5,usd,PENDING
ORD108478,Vinci,NA,solar panel,32/13/2023,100,0,usd,Pending
ORD102300,Air Liquide,apac,Medical Kit,2023-11-03,20,-20,usd,Pending
ORD102938,Sanofi,North America,Gas Valve,2023-01-12,100,0,eur,Pending
ORD105924,VINCI ,apac,Wind Turbine,2024-01-29,ten,999.99,USD,Delivered
ORD108832,Bouygues,apac,Medical Kit,2024-05-13,-5,0,eur,Delivered
ORD105224,sanofi,APAC,Medical Kit,2023-10-22,50,unknown,EUR,PENDING
ORD101979,VINCI ,EU,Medical Kit,2023-02-12,-5,250.0,eur,Cancelled
ORD103803,,Europe,solar panel,2024-03-10,ten,100.5,eur,
ORD104706,,EUROPE,Gas Valve,2024-09-28,,250.0,eur,Delivered
ORD104503,Air Liquide,EU,Solar Panel,2024-06-29,ten,0,EUR,Delivered
ORD106298,Bouygues,Europe,Solar Panel,2024-02-29,,100.5,,PENDING
ORD109444,EDF,NA,Medical Kit,2023-05-17,10,100.5,usd,PENDING
ORD102280,EDF,APAC,Gas Valve,2023-04-24,,0,EUR,PENDING
ORD104609,VINCI ,,Medical Kit,2024-05-30,,-20,USD,delivered
ORD106227,VINCI ,Europe,Medical Kit,2024-11-01,-5,250.0,USD,Delivered
ORD108458,sanofi,North America,Medical Kit,32/13/2023,10,250.0,eur,Pending
ORD104130,,North America,solar panel,2024-01-30,10,100.5,USD,PENDING
ORD106311,sanofi,EUROPE,solar panel,2024-06-17,,,USD,
ORD100576,Vinci,North America,Wind Turbine,2024-01-31,,999.99,EUR,Pending
ORD101784,sanofi,EUROPE,Solar Panel,2023-03-07,ten,999.99,EUR,Cancelled
ORD103182,,EU,Solar Panel,2023-04-15,100,250.0,usd,Pending
ORD100494,edf,,Gas Valve,2023-05-31,50,100.5,usd,PENDING
ORD107656,Bouygues,apac,Solar Panel,2023-03-01,100,unknown,EUR,PENDING
ORD102860,edf,EUROPE,solar panel,2023-08-21,100,250.0,,PENDING
ORD109964,,EUROPE,Wind Turbine,32/13/2023,50,,EUR,Pending
ORD104041,Total Energies,APAC,solar panel,2023-05-27,,100.5,,delivered
ORD107467,Sanofi,Europe,Wind Turbine,2023-05-02,-5,,USD,PENDING
ORD102897,Vinci,APAC,Wind Turbine,2024-10-11,20,100.5,USD,
ORD100366,Total Energies,,Medical Kit,2024-01-25,ten,0,USD,Delivered
ORD100849,Bouygues,EU,Gas Valve,2024-07-10,50,0,EUR,Delivered
ORD109375,Sanofi,APAC,solar panel,2023-04-13,50,100.5,,PENDING
ORD107413,Sanofi,,Medical Kit,2023-11-22,50,,EUR,
ORD105573,VINCI ,APAC,Concrete Mix,2024-02-13,20,unknown,usd,delivered
ORD104469,EDF,EU,Medical Kit,2023-09-15,-5,250.0,USD,
ORD102653,EDF,EUROPE,Medical Kit,2024-01-26,50,100.5,,delivered
ORD103503,VINCI ,APAC,Concrete Mix,2023-05-02,10,100.5,EUR,PENDING
ORD101541,Total Energies,,Medical Kit,2023-12-23,100,999.99,usd,delivered
ORD104326,,North America,solar panel,32/13/2023,,0,,PENDING
ORD109044,Vinci,NA,Medical Kit,2024-07-26,100,0,USD,PENDING
ORD100322,sanofi,Europe,Gas Valve,2023-03-08,50,0,EUR,
ORD102031,EDF,EU,Solar Panel,32/13/2023,,0,,delivered
ORD100813,,apac,Medical Kit,2023-02-24,20,100.5,EUR,Delivered
ORD108249,Vinci,Europe,Medical Kit,2024-05-19,ten,250.0,eur,Pending
ORD109562,edf,EUROPE,Wind Turbine,2023-05-15,-5,0,usd,delivered
ORD109381,edf,APAC,Wind Turbine,2023-03-26,50,100.5,EUR,Delivered
ORD101079,VINCI ,Europe,Concrete Mix,2024-10-23,10,-20,eur,PENDING
ORD102226,EDF,APAC,Gas Valve,2023-02-23,20,,,
ORD109320,,APAC,solar panel,32/13/2023,,0,eur,Cancelled
ORD105805,edf,North America,solar panel,2023-11-29,,unknown,EUR,Cancelled
ORD102705,EDF,APAC,solar panel,32/13/2023,-5,,USD,
ORD109014,Air Liquide,North America,Concrete Mix,2023-11-27,,0,,
ORD104421,edf,EUROPE,Concrete Mix,2024-10-28,20,999.99,USD,Cancelled
ORD101164,Air Liquide,North America,Gas Valve,32/13/2023,100,250.0,usd,delivered
ORD103261,edf,EU,Wind Turbine,2023-05-07,100,999.99,EUR,Delivered
ORD109153,Sanofi,EUROPE,Concrete Mix,32/13/2023,10,999.99,usd,PENDING
ORD101450,Sanofi,EU,Concrete Mix,2023-11-14,,unknown,eur,Delivered
ORD104229,EDF,North America,Concrete Mix,2024-08-13,20,unknown,USD,delivered
ORD103862,,,Medical Kit,2023-01-31,20,,usd,delivered
ORD106355,,EU,Wind Turbine,2024-04-18,50,,,
ORD107161,edf,EUROPE,Solar Panel,2023-02-09,,100.5,EUR,
ORD107406,,Europe,Wind Turbine,2024-09-26,20,unknown,EUR,
ORD109403,edf,NA,Solar Panel,2024-01-15,100,-20,USD,delivered
ORD108403,edf,EU,Medical Kit,2023-07-13,10,-20,USD,Cancelled
ORD106474,VINCI ,APAC,Wind Turbine,2023-01-15,,,,
ORD106884,Vinci,North America,solar panel,2024-08-05,100,0,USD,PENDING
ORD104667,VINCI ,,solar panel,32/13/2023,100,-20,eur,delivered
ORD104056,Air Liquide,,solar panel,2023-02-24,10,unknown,EUR,
ORD109703,sanofi,APAC,Gas Valve,2023-01-19,100,999.99,eur,
ORD102999,Vinci,,Solar Panel,2024-10-05,50,-20,usd,Delivered
ORD109206,VINCI ,EU,Wind Turbine,2024-08-15,-5,250.0,eur,
ORD101231,VINCI ,NA,solar panel,2023-12-20,20,0,usd,
ORD101514,Bouygues,,solar panel,2023-07-26,20,unknown,usd,PENDING
ORD102313,,Europe,Concrete Mix,2023-01-15,10,-20,,Delivered
ORD101451,Bouygues,apac,Medical Kit,2023-02-09,50,,USD,Pending
ORD105211,edf,Europe,Gas Valve,2023-05-11,ten,250.0,USD,delivered
ORD105960,sanofi,,Wind Turbine,32/13/2023,10,100.5,,Delivered
ORD108700,Sanofi,EU,Concrete Mix,2023-02-18,20,0,EUR,delivered
ORD105822,sanofi,NA,solar panel,2023-03-26,,100.5,USD,Delivered
ORD100838,Sanofi,,Wind Turbine,2023-01-05,-5,0,,Delivered
ORD108709,VINCI ,EUROPE,Gas Valve,2024-05-11,50,100.5,,Pending
ORD104801,edf,EUROPE,Concrete Mix,2023-10-14,,-20,usd,PENDING
ORD106680,EDF,EUROPE,solar panel,2023-11-09,100,250.0,,Pending
ORD108671,VINCI ,APAC,solar panel,2023-02-22,ten,-20,eur,Pending
ORD103567,edf,Europe,Gas Valve,32/13/2023,10,-20,USD,Pending
ORD109451,VINCI ,NA,solar panel,32/13/2023,50,-20,eur,PENDING
ORD103087,Air Liquide,North America,Gas Valve,2023-02-01,10,,,PENDING
ORD108817,,APAC,Solar Panel,2024-02-10,-5,,,Cancelled
ORD101714,EDF,Europe,solar panel,32/13/2023,,,eur,
ORD104270,edf,NA,Wind Turbine,2023-06-16,ten,999.99,USD,
ORD100339,Sanofi,Europe,Medical Kit,2024-10-18,-5,100.5,,
ORD108631,,EU,Solar Panel,2024-02-19,ten,0,EUR,
ORD106187,sanofi,Europe,Concrete Mix,2023-02-21,50,999.99,eur,Pending
ORD106064,Total Energies,EUROPE,Solar Panel,2023-03-07,,0,,
ORD109806,edf,EU,Medical Kit,2024-03-20,ten,250.0,,Delivered
ORD107955,sanofi,North America,solar panel,2024-04-03,50,unknown,,delivered
ORD100588,Total Energies,EUROPE,Wind Turbine,2023-03-08,100,999.99,eur,Delivered
ORD103365,Bouygues,NA,Concrete Mix,2023-05-14,ten,-20,,Pending
ORD102670,Vinci,North America,Solar Panel,2024-11-23,50,,USD,Pending
ORD103589,Sanofi,EUROPE,Concrete Mix,32/13/2023,,unknown,USD,Cancelled
ORD100034,Air Liquide,EU,Medical Kit,2023-06-21,,-20,usd,Pending
ORD100028,EDF,APAC,Wind Turbine,2023-06-29,50,999.99,eur,Cancelled
ORD107284,Sanofi,EUROPE,Concrete Mix,2023-01-04,50,,usd,delivered
ORD104767,edf,APAC,Wind Turbine,2023-08-16,100,0,eur,
ORD102170,Total Energies,EU,Concrete Mix,2024-04-07,,0,,PENDING
ORD108799,Air Liquide,apac,Gas Valve,32/13/2023,10,999.99,USD,Pending
ORD104923,EDF,NA,Concrete Mix,2023-07-18,ten,,,PENDING
ORD100889,Sanofi,,Medical Kit,2023-09-28,ten,100.5,EUR,PENDING
ORD106759,EDF,apac,Solar Panel,2024-10-31,100,999.99,eur,PENDING
ORD103322,sanofi,,Wind Turbine,2024-10-02,20,unknown,,Pending
ORD109583,,Europe,solar panel,2023-03-13,10,999.99,usd,Cancelled
ORD103514,Vinci,North America,Solar Panel,2024-07-17,50,-20,eur,Delivered
ORD104593,Vinci,EUROPE,Solar Panel,2024-03-06,-5,-20,eur,
ORD108514,EDF,,solar panel,2023-02-01,10,,,delivered
ORD107258,EDF,apac,Wind Turbine,2024-03-21,50,999.99,EUR,delivered
ORD103733,Total Energies,EU,Wind Turbine,2024-08-11,-5,0,,Cancelled
ORD109655,Vinci,,Medical Kit,2023-03-02,100,0,usd,Delivered
ORD107364,Bouygues,EUROPE,solar panel,2024-04-11,20,100.5,EUR,Delivered
ORD101654,Air Liquide,,Wind Turbine,2024-11-05,ten,-20,usd,Delivered
ORD105365,Bouygues,apac,Wind Turbine,2023-05-27,20,unknown,eur,PENDING
ORD105239,,Europe,solar panel,2024-11-20,100,-20,EUR,delivered
ORD100223,,,Medical Kit,2023-02-07,50,0,EUR,Cancelled
ORD108798,edf,EUROPE,Wind Turbine,2024-02-03,-5,0,USD,delivered
ORD104608,Total Energies,apac,Concrete Mix,2024-04-24,-5,,EUR,PENDING
ORD104239,Vinci,APAC,Concrete Mix,32/13/2023,-5,,usd,Delivered
ORD101590,Air Liquide,Europe,Concrete Mix,2024-02-09,50,,,Pending
ORD109393,edf,NA,Wind Turbine,2024-11-05,50,-20,eur,PENDING
ORD103256,Bouygues,,Gas Valve,2024-01-16,-5,unknown,EUR,delivered
ORD108891,,NA,Gas Valve,2024-07-11,-5,100.5,,Cancelled
ORD107251,EDF,,Gas Valve,2023-11-24,-5,,USD,Pending
ORD102181,,,Wind Turbine,2023-02-10,50,,EUR,PENDING
ORD109187,Sanofi,EUROPE,Gas Valve,2024-10-29,20,0,usd,PENDING
ORD105117,VINCI ,EU,solar panel,2024-07-04,10,-20,,delivered
ORD107061,Bouygues,Europe,Solar Panel,2024-08-20,,unknown,usd,delivered
ORD104982,Sanofi,Europe,Medical Kit,2024-10-31,ten,100.5,,
ORD101209,,apac,Solar Panel,2023-03-16,-5,100.5,usd,delivered
ORD100421,Bouygues,North America,Solar Panel,2024-03-22,10,999.99,usd,Cancelled
ORD109342,EDF,North America,Gas Valve,2023-02-21,-5,-20,USD,delivered
ORD101706,,North America,Wind Turbine,2023-12-21,ten,100.5,USD,Delivered
ORD101158,VINCI ,NA,solar panel,2023-01-21,ten,100.5,,Pending
ORD102306,Air Liquide,,Solar Panel,32/13/2023,50,-20,USD,PENDING
ORD100273,Sanofi,,Medical Kit,2024-08-27,,,,
ORD100171,EDF,EUROPE,Gas Valve,2023-02-18,10,,USD,PENDING
ORD103956,Sanofi,,Wind Turbine,2023-02-18,10,250.0,usd,Delivered
ORD105664,Bouygues,EUROPE,Wind Turbine,2023-07-29,ten,100.5,,Pending
ORD103188,Total Energies,apac,Wind Turbine,2023-01-12,-5,999.99,USD,PENDING
ORD101725,Total Energies,APAC,Wind Turbine,2023-09-13,50,0,usd,Delivered
ORD104466,sanofi,NA,Wind Turbine,2023-12-31,100,0,usd,delivered
ORD107834,VINCI ,apac,Wind Turbine,2024-06-19,ten,250.0,eur,PENDING
ORD101564,Bouygues,,Solar Panel,2024-02-04,-5,0,usd,PENDING
ORD101782,Bouygues,NA,Gas Valve,2023-01-02,10,,USD,Cancelled
ORD100843,Vinci,NA,Concrete Mix,2023-08-11,-5,999.99,USD,PENDING
ORD109532,EDF,North America,Wind Turbine,2023-10-21,,100.5,eur,Pending
ORD106576,Air Liquide,EUROPE,Concrete Mix,2023-11-10,10,unknown,eur,delivered
ORD100904,sanofi,EU,Medical Kit,2024-02-28,50,unknown,EUR,Cancelled
ORD108704,,Europe,Medical Kit,2023-12-02,-5,100.5,EUR,Delivered
ORD109864,Sanofi,Europe,Concrete Mix,2023-07-18,,,EUR,
ORD105464,Total Energies,North America,Concrete Mix,32/13/2023,20,999.99,usd,
ORD101547,edf,EUROPE,Concrete Mix,2024-03-13,50,0,USD,
ORD102080,Total Energies,NA,Medical Kit,2024-10-04,10,-20,,Cancelled
ORD104665,Vinci,apac,solar panel,2023-10-23,10,-20,,PENDING
ORD103985,Bouygues,Europe,Gas Valve,2023-05-24,20,-20,USD,Delivered
ORD109844,,NA,Wind Turbine,2024-11-08,,unknown,USD,Cancelled
ORD105456,sanofi,EUROPE,Solar Panel,2023-03-01,10,-20,USD,Pending
ORD106449,Air Liquide,EUROPE,Medical Kit,2024-02-29,10,999.99,EUR,
ORD106837,edf,NA,Concrete Mix,2023-04-02,10,0,usd,PENDING
ORD108369,Vinci,apac,Solar Panel,2023-12-19,20,100.5,,PENDING
ORD103820,VINCI ,NA,Solar Panel,2023-08-26,10,-20,EUR,Pending
ORD102646,Total Energies,apac,Medical Kit,2024-06-09,50,unknown,eur,Pending
ORD106661,sanofi,APAC,Wind Turbine,2024-08-19,100,250.0,USD,Cancelled
ORD107448,Sanofi,APAC,Concrete Mix,2023-07-03,20,unknown,EUR,delivered
ORD105313,EDF,EUROPE,Concrete Mix,2024-10-11,,unknown,EUR,PENDING
ORD106810,Total Energies,APAC,Wind Turbine,2024-11-02,100,999.99,EUR,Cancelled
ORD109071,VINCI ,apac,Concrete Mix,32/13/2023,ten,999.99,,
ORD104350,Vinci,North America,Wind Turbine,2024-11-15,50,100.5,usd,delivered
ORD106323,Bouygues,,solar panel,2024-06-28,-5,unknown,EUR,PENDING
ORD102155,sanofi,NA,Concrete Mix,2023-10-23,-5,0,USD,PENDING
ORD106984,EDF,Europe,Gas Valve,2024-10-23,,250.0,,delivered
ORD103715,Total Energies,Europe,Solar Panel,2023-12-04,10,0,USD,PENDING
ORD104057,VINCI ,Europe,Concrete Mix,32/13/2023,100,0,eur,
ORD109581,sanofi,,Solar Panel,2023-04-10,-5,-20,eur,PENDING
ORD109949,sanofi,North America,Medical Kit,2024-08-08,50,100.5,usd,Cancelled
ORD103102,EDF,apac,Solar Panel,2024-11-18,,unknown,,PENDING
ORD100558,edf,North America,Solar Panel,2023-05-22,20,250.0,USD,delivered
ORD104794,EDF,,Solar Panel,2023-07-17,20,0,,
ORD109677,,North America,Concrete Mix,2024-10-04,,250.0,usd,Pending
ORD101436,,APAC,Gas Valve,2024-11-16,100,250.0,eur,Delivered
ORD100507,Bouygues,NA,Concrete Mix,2023-06-10,50,unknown,eur,Cancelled
ORD101869,Vinci,North America,Solar Panel,2024-06-18,ten,100.5,EUR,PENDING
ORD100755,edf,EUROPE,Gas Valve,2023-01-19,50,250.0,usd,Cancelled
ORD109701,VINCI ,,solar panel,2023-02-22,50,-20,,PENDING
ORD104050,sanofi,EUROPE,Medical Kit,2024-01-09,20,100.5,EUR,PENDING
ORD108381,Air Liquide,North America,Solar Panel,32/13/2023,100,-20,EUR,Delivered
ORD103836,,APAC,solar panel,2023-06-15,10,100.5,eur,PENDING
ORD104386,edf,EUROPE,solar panel,2024-07-06,20,0,usd,Delivered
ORD102118,VINCI ,Europe,Solar Panel,2023-05-07,,250.0,EUR,Pending
ORD106407,VINCI ,North America,Gas Valve,2023-01-21,20,100.5,,
ORD107260,Air Liquide,NA,Solar Panel,2024-06-28,-5,999.99,usd,delivered
ORD100501,Vinci,Europe,Wind Turbine,2024-09-29,-5,unknown,USD,
ORD106520,Bouygues,North America,Medical Kit,2024-06-01,100,0,EUR,Delivered
ORD105180,Vinci,EUROPE,Concrete Mix,2024-09-06,100,-20,,delivered
ORD101539,Sanofi,Europe,Wind Turbine,2024-08-22,,0,eur,delivered
ORD106395,VINCI ,,Concrete Mix,2024-05-30,100,0,EUR,PENDING
ORD101211,Air Liquide,EU,Gas Valve,2023-05-16,ten,,eur,
ORD109305,EDF,APAC,Solar Panel,2024-02-20,,100.5,eur,
ORD100672,,APAC,Gas Valve,32/13/2023,-5,999.99,usd,
ORD103377,Total Energies,EUROPE,Concrete Mix,2024-03-25,-5,250.0,,Cancelled
ORD108959,Air Liquide,EUROPE,Wind Turbine,2023-11-15,ten,999.99,eur,Delivered
ORD101464,Bouygues,APAC,Wind Turbine,2023-06-06,,999.99,usd,Cancelled
ORD109104,Bouygues,Europe,Medical Kit,2024-05-22,ten,100.5,EUR,Delivered
ORD101192,sanofi,Europe,Gas Valve,2023-08-16,10,,eur,Pending
ORD107265,Bouygues,EU,Gas Valve,2023-12-05,50,999.99,USD,Delivered
ORD101872,Air Liquide,EU,solar panel,2023-07-20,50,250.0,eur,PENDING
ORD103590,EDF,Europe,Medical Kit,32/13/2023,100,unknown,eur,PENDING
ORD108410,sanofi,,Gas Valve,2023-10-25,100,0,EUR,Cancelled
ORD100505,Air Liquide,APAC,Gas Valve,2024-10-13,-5,999.99,usd,Cancelled
ORD100243,edf,Europe,Concrete Mix,2024-06-06,100,250.0,usd,Delivered
